基準日,町丁目名,秘匿区分,男女別,世帯数,総数,合算総数,０歳,１歳,２歳,３歳,４歳,５歳,６歳,７歳,８歳,９歳,１０歳,１１歳,１２歳,１３歳,１４歳,１５歳,１６歳,１７歳,１８歳,１９歳,２０歳,２１歳,２２歳,２３歳,２４歳,２５歳,２６歳,２７歳,２８歳,２９歳,３０歳,３１歳,３２歳,３３歳,３４歳,３５歳,３６歳,３７歳,３８歳,３９歳,４０歳,４１歳,４２歳,４３歳,４４歳,４５歳,４６歳,４７歳,４８歳,４９歳,５０歳,５１歳,５２歳,５３歳,５４歳,５５歳,５６歳,５７歳,５８歳,５９歳,６０歳,６１歳,６２歳,６３歳,６４歳,６５歳,６６歳,６７歳,６８歳,６９歳,７０歳,７１歳,７２歳,７３歳,７４歳,７５歳,７６歳,７７歳,７８歳,７９歳,８０歳,８１歳,８２歳,８３歳,８４歳,８５歳,８６歳,８７歳,８８歳,８９歳,９０歳,９１歳,９２歳,９３歳,９４歳,９５歳,９６歳,９７歳,９８歳,９９歳,１００歳以上,不明
2020/3/31,旭３丁目,,計,605,924,,4,1,3,2,5,4,1,1,4,4,5,6,6,4,4,6,2,6,18,19,17,12,18,13,10,11,7,8,3,11,8,7,7,8,5,10,9,10,5,9,7,9,8,13,6,10,9,12,11,19,8,14,8,13,19,8,15,12,9,16,7,10,12,10,11,6,19,9,14,16,14,24,17,21,12,17,18,18,16,13,13,13,17,13,9,13,8,9,3,8,4,3,1,2,,1,1,1,2,,,
2020/3/31,梅南１丁目,,計,900,"1,305",,3,9,3,3,11,3,6,4,3,6,8,7,3,11,7,4,7,8,9,11,8,18,13,11,15,19,13,8,3,9,10,7,8,10,6,13,8,2,16,6,10,13,13,15,16,14,20,15,20,17,22,23,19,19,17,16,24,25,16,20,17,20,14,10,19,19,21,15,25,20,28,35,29,26,19,16,16,22,23,28,26,25,19,19,14,16,12,11,14,15,6,5,3,2,5,3,2,,,,3,
2020/3/31,梅南２丁目,,計,630,939,,10,6,6,2,7,9,6,7,5,6,3,4,4,4,6,5,4,5,3,11,10,14,22,15,21,22,12,9,16,13,19,15,13,12,7,13,6,13,10,9,15,13,7,11,6,10,15,14,9,10,14,10,13,6,9,6,5,10,9,6,8,4,13,10,9,11,10,5,13,16,15,27,17,20,10,18,16,11,14,9,16,8,11,12,9,9,6,6,7,3,3,1,3,1,1,2,,,1,,2,
2020/3/31,梅南３丁目,,計,683,"1,083",,2,9,6,6,8,6,7,7,7,3,6,2,6,7,2,4,2,10,11,15,17,17,21,26,19,20,13,12,16,17,13,17,13,11,7,13,6,6,12,5,9,10,7,13,15,11,13,13,23,14,18,18,10,7,15,15,9,11,13,13,12,8,8,15,10,11,18,12,17,18,22,20,19,14,8,15,20,16,17,15,13,13,14,12,13,12,13,5,4,4,6,4,4,,1,1,1,,1,1,2,
2020/3/31,松１丁目,,計,998,"1,410",,9,4,5,4,4,3,4,4,9,9,8,10,6,6,5,11,12,6,9,22,14,16,14,9,13,21,17,22,8,10,11,14,11,11,10,14,10,11,11,12,11,15,16,19,12,14,13,19,16,16,19,20,18,16,14,19,15,18,15,18,11,17,8,14,22,18,21,29,20,29,39,35,41,29,15,15,40,31,30,21,25,15,21,18,28,12,13,13,7,5,7,6,6,6,3,1,2,1,1,3,,
2020/3/31,松２丁目,,計,783,"1,410",,12,10,8,13,11,9,11,14,11,15,13,14,16,8,11,7,10,16,12,13,17,18,12,11,15,8,24,17,15,12,17,16,13,7,15,17,14,20,13,17,21,14,14,15,25,13,25,13,20,20,24,20,18,24,23,16,15,16,17,20,13,21,16,19,19,12,14,16,14,20,23,20,13,22,17,14,26,15,24,19,21,19,16,19,12,12,13,8,7,6,2,2,3,3,3,1,,1,,,,
2020/3/31,松３丁目,,計,825,"1,587",,14,17,9,17,6,10,10,10,14,17,14,13,15,14,16,17,12,16,17,18,13,15,19,15,24,21,13,20,25,15,21,20,19,25,16,11,12,13,21,22,22,25,13,14,15,22,19,24,23,25,24,23,23,22,16,23,20,18,27,18,14,14,17,21,16,21,14,18,21,22,25,27,21,23,15,17,19,14,27,11,18,12,27,21,18,10,7,3,8,7,6,5,4,2,,1,4,3,,1,1,
2020/3/31,橘１丁目,,計,570,964,,4,7,6,11,7,10,9,7,6,4,4,6,6,3,3,6,4,4,4,2,8,16,12,5,9,6,6,6,11,10,10,6,8,10,9,2,6,11,14,17,12,11,12,10,9,9,14,12,14,12,10,15,11,15,11,8,9,11,17,9,12,22,10,16,16,17,14,16,10,17,21,14,30,19,13,19,14,15,23,9,11,15,13,8,12,5,11,7,9,4,1,1,5,4,2,1,,1,1,,,
2020/3/31,橘２丁目,,計,510,839,,3,2,4,2,5,3,5,7,5,2,5,7,5,8,7,7,4,5,10,3,5,5,11,8,4,13,10,7,6,5,8,9,10,10,5,3,14,8,3,9,9,8,8,7,14,10,18,18,9,15,9,14,17,12,13,9,6,12,14,5,7,9,5,15,7,6,8,8,12,10,20,13,17,13,16,11,23,20,11,13,20,9,12,8,15,11,5,8,3,6,4,3,2,3,3,,2,1,1,,,
2020/3/31,橘３丁目,,計,878,"1,575",,8,13,9,7,3,14,8,10,13,7,8,8,9,16,9,5,10,12,23,9,7,21,21,20,24,17,18,13,6,13,13,13,12,13,16,12,11,18,16,18,12,12,15,12,19,16,20,19,31,15,30,22,32,17,27,19,23,33,16,16,28,18,15,16,16,23,17,18,33,28,29,36,39,27,17,26,27,21,25,33,19,22,23,19,13,14,9,18,6,8,5,6,3,1,3,2,1,1,,1,,
